uid,receptor_chains,ligand_chains,dG,fold_id,cluster_id,source,Subgroup,fold_id_old,KD
5czv,A,HL,-12.990836031129048,6.0,1242.0,SAbDab,Antibody-Antigen,7.0,2.9706944007049096e-10
5v69,A,B,-10.156125040833365,6.0,1524.0,PDBbind v2020,,5.0,3.5625539909233104e-08
4nso,A,B,-12.289509088855311,6.0,2656.0,PDBbind v2020,,7.0,9.709412607699581e-10
5tvq,A,B,-8.26076177109216,6.0,762.0,PDBbind v2020,,5.0,8.74523915634708e-07
4etp,A,B,-8.774073368240128,6.0,2505.0,PDBbind v2020,,8.0,3.675549586505774e-07
4nm3,A,B,-5.759324078517261,6.0,2654.0,PDBbind v2020,,4.0,5.973944451445575e-05
6mlk,A,HL,-10.757930619787729,6.0,2012.0,SAbDab,Antibody-Antigen,4.0,1.2894748041139751e-08
4v2c,C,D,-6.472620154818334,6.0,2595.0,PDBbind v2020,,6.0,1.7912176017536152e-05
6n85,B,M,-9.030524552489648,6.0,2020.0,PDBbind v2020,,7.0,2.383678299344229e-07
5tfw,O,HL,-14.71279839718368,6.0,962.0,SAbDab,Antibody-Antigen,4.0,1.6218678491681897e-11
5f5o,A,B,-9.26338341351248,6.0,2614.0,PDBbind v2020,,6.0,1.608699759715164e-07
3nfp,I,HL,-13.0532570776392,6.0,1145.0,SAbDab,Antibody-Antigen,2.0,2.6734988524027127e-10
3u9d,A,B,-8.595683058703784,6.0,2122.0,PDBbind v2020,,2.0,4.967628497289095e-07
2mlx,A,B,-7.363713792248378,6.0,1016.0,PDBbind v2020,,1.0,3.977804174502031e-06
1xg2,A,B,-11.32402527088778,6.0,475.0,PDBbind v2020,,5.0,4.9573973935764134e-09
6dc3,HL,F,-10.188340666609866,6.0,1359.0,PDBbind v2020,,9.0,3.3739244300130885e-08
6jcs,A,R,-8.924568489116869,6.0,1965.0,PDBbind v2020,,6.0,2.85071020203476e-07
3kj0,A,B,-11.866883532676171,6.0,1158.0,PDBbind v2020,,2.0,1.9821456902443536e-09
5xjm,A,HL,-12.777551697197577,6.0,1570.0,SAbDab,Antibody-Antigen,2.0,4.2586816191820617e-10
2a7u,A,B,-9.44118097464145,6.0,554.0,PDBbind v2020,,2.0,1.19146936319089e-07
1gng,A,X,-10.107055589996806,6.0,133.0,PDBbind v2020,,1.0,3.8703275082561166e-08
3laq,U,A,-13.327339300945663,6.0,703.0,PDBbind v2020,,5.0,1.6829654956102514e-10
2kwk,B,A,-7.691567974387599,6.0,2151.0,PDBbind v2020,,8.0,2.286670821536436e-06
6phd,HL,C,-11.73468169303958,6.0,1376.0,PDBbind v2020,,1.0,2.477929642281692e-09
6nmu,AB,C,-12.783088671927096,6.0,2569.0,PDBbind v2020,,6.0,4.219048323555395e-10
1yyl,G,HL,-11.456227110524368,6.0,1739.0,SAbDab,Antibody-Antigen,7.0,3.965521744781266e-09
5yoy,K,MP,-14.657646791370317,7.0,1604.0,SAbDab,Antibody-Antigen,7.0,1.7801730468117338e-11
5u52,B,Z,-10.324914865455204,7.0,68.0,PDBbind v2020,,7.0,2.6790164338800698e-08
4odx,X,BH,-11.849371361650965,7.0,958.0,SAbDab,Antibody-Antigen,1.0,2.041637077994226e-09
1wr1,B,A,-6.588589417844525,7.0,463.0,PDBbind v2020,,4.0,1.4726498594009334e-05
6thg,I,J,-11.456227110524368,7.0,859.0,PDBbind v2020,,6.0,3.965521744781266e-09
5w0k,A,HL,-9.770754902498371,7.0,967.0,SAbDab,Antibody-Antigen,5.0,6.82938998948722e-08
2rms,A,B,-9.37580504926906,7.0,1099.0,PDBbind v2020,,1.0,1.330539851249427e-07
2j1k,T,C,-12.22107324973156,7.0,712.0,SKEMPI v2.0,,0.0,1.0898883881156583e-09
5mtj,A,B,-8.827664862595682,7.0,2088.0,PDBbind v2020,,8.0,3.357528245802494e-07
4ft4,B,Q,-8.595683058703784,7.0,2512.0,PDBbind v2020,,2.0,4.967628497289095e-07
5e95,A,B,-10.646128203225835,7.0,540.0,PDBbind v2020,,8.0,1.5574203730936712e-08
2bym,B,A,-7.691567974387599,7.0,620.0,PDBbind v2020,,2.0,2.286670821536436e-06
3gty,X,S,-12.72485458265774,7.0,2236.0,PDBbind v2020,,3.0,4.655023411512635e-10
4c2b,A,B,-10.975789895246129,7.0,2462.0,PDBbind v2020,,2.0,8.925663742736219e-09
1ul1,X,A,-9.85183739679325,7.0,430.0,PDBbind v2020,,0.0,5.955498457208118e-08
4c2a,A,B,-10.931414466633672,7.0,2460.0,PDBbind v2020,,4.0,9.620204617029692e-09
1tzn,a,A,-13.327339300945663,7.0,410.0,PDBbind v2020,,1.0,1.6829654956102514e-10
2pon,B,A,-7.9856829924897506,7.0,1005.0,PDBbind v2020,,4.0,1.39157727632713e-06
5xv8,A,B,-9.748778414908513,7.0,1102.0,PDBbind v2020,,6.0,7.087595101679698e-08
5g1x,A,B,-6.707922120267159,7.0,2630.0,PDBbind v2020,,5.0,1.2038821995892088e-05
2bdn,A,HL,-12.409741794464564,7.0,1809.0,SKEMPI v2.0,,8.0,7.925331026407438e-10
1jgn,A,B,-8.806995836793355,7.0,203.0,PDBbind v2020,,8.0,3.476784734136333e-07
5bo1,A,IM,-12.417194118936148,7.0,1802.0,SAbDab,Antibody-Antigen,5.0,7.826220316127325e-10
5uwh,C,D,-8.422290365328864,7.0,221.0,PDBbind v2020,,1.0,6.657494424960805e-07
6e2p,A,C,-6.450017065389265,7.0,1909.0,PDBbind v2020,,6.0,1.8609078482310824e-05
5y11,C,AB,-10.349557252421697,7.0,1593.0,SAbDab,Antibody-Antigen,0.0,2.5698234665674195e-08
2fjh,W,AB,-11.486615924537224,7.0,2548.0,SAbDab,Antibody-Antigen,1.0,3.767159149825054e-09
2l9s,A,B,-7.717903509303767,7.0,776.0,PDBbind v2020,,9.0,2.187206824062108e-06
6ejm,A,Ii,-12.366895275045776,7.0,1263.0,SAbDab,Antibody-Antigen,0.0,8.520006701871072e-10
6gku,A,HL,-12.339961001338123,7.0,1363.0,PDBbind v2020,,8.0,8.916467557945685e-10
1pd7,A,B,-8.898322712853057,7.0,359.0,PDBbind v2020,,0.0,2.979895546870992e-07
3lev,A,HL,-12.580179608977248,7.0,932.0,SAbDab,Antibody-Antigen,4.0,5.943232781059083e-10
3lrh,H,G,-10.022275211305931,7.0,939.0,SAbDab,Antibody-Antigen,9.0,4.466048615570685e-08
6nmv,HL,S,-13.519065105604364,7.0,1373.0,PDBbind v2020,,9.0,1.2174986334032234e-10
2kwj,A,B,-8.595683058703784,7.0,2513.0,PDBbind v2020,,9.0,4.967628497289095e-07
6a3w,AB,C,-11.78408129266359,7.0,1350.0,PDBbind v2020,,9.0,2.27961017389569e-09
3thm,F,HL,-12.899509155069346,7.0,1321.0,PDBbind v2020,,5.0,3.466049322769179e-10
6a6i,E,F,-6.060320314182089,7.0,1657.0,PDBbind v2020,,3.0,3.59350581423722e-05
5h7y,A,B,-9.41699590300739,7.0,2428.0,PDBbind v2020,,4.0,1.241136602188607e-07
4noo,A,B,-11.333581155208762,7.0,2657.0,PDBbind v2020,,5.0,4.878043811147659e-09
6dkj,HL,C,-13.934557897338284,7.0,2541.0,PDBbind v2020,,6.0,6.036105909906417e-11
2k42,A,B,-10.171166942885352,7.0,738.0,PDBbind v2020,,5.0,3.473202574219313e-08
5ioh,A,B,-8.333749120313154,7.0,1298.0,PDBbind v2020,,7.0,7.731160026938914e-07
5yip,A,B,-11.502415580424122,7.0,1600.0,PDBbind v2020,,7.0,3.667979590270923e-09
2jy6,B,A,-6.410199108308183,7.0,731.0,PDBbind v2020,,2.0,1.9903356589030577e-05
1pjn,B,A,-10.44624572148776,7.0,360.0,PDBbind v2020,,1.0,2.182702151486411e-08
2wel,A,D,-8.487666290701254,7.0,588.0,PDBbind v2020,,9.0,5.961640784758384e-07
1uel,A,B,-7.459998454425873,7.0,427.0,PDBbind v2020,,1.0,3.3808875536083147e-06
4am0,T,CD,-12.791492387066816,7.0,1709.0,SAbDab,Antibody-Antigen,6.0,4.1595986929942984e-10
5b71,F,CD,-13.393645292417611,7.0,1168.0,SAbDab,Antibody-Antigen,3.0,1.50469375551398e-10
4kv5,CD,EG,-11.963168194853669,7.0,2207.0,PDBbind v2020,,0.0,1.684701257176493e-09
4l67,A,B,-8.860086737976966,7.0,2637.0,PDBbind v2020,,9.0,3.1786470896737197e-07
5ma4,B,A,-14.029131093760116,7.0,1452.0,PDBbind v2020,,3.0,5.1451651971318066e-11
6dsl,A,B,-12.688196376979777,7.0,1908.0,PDBbind v2020,,5.0,4.952289746254548e-10
5d1q,E,AB,-14.85044393806372,7.0,1245.0,SAbDab,Antibody-Antigen,0.0,1.2854932396720276e-11
5n88,D,A,-8.177374393270286,7.0,577.0,SAbDab,Antibody-Antigen,2.0,1.0067597159843555e-06
2psm,A,F,-14.355007137221046,7.0,834.0,PDBbind v2020,,4.0,2.9676336698223e-11
5xda,A,G,-7.906572054036771,7.0,1562.0,PDBbind v2020,,6.0,1.5904691060962128e-06
4qnp,AB,EFHL,-9.579586556656832,7.0,1819.0,PDBbind v2020,,2.0,9.431479334652475e-08
2roz,B,A,-8.860086737976966,7.0,2181.0,PDBbind v2020,,9.0,3.1786470896737197e-07
1yy9,A,CD,-12.11756184172041,7.0,1582.0,SKEMPI v2.0,,6.0,1.2980595179862887e-09
6b8n,A,B,-9.109635490942626,7.0,601.0,PDBbind v2020,,2.0,2.085593830604641e-07
4hep,G,A,-8.898322712853057,7.0,1191.0,PDBbind v2020,,5.0,2.979895546870992e-07
3ch5,A,B,-5.348667656365458,7.0,1264.0,PDBbind v2020,,9.0,0.0001195159707024
1oey,C,L,-11.456227110524368,7.0,318.0,PDBbind v2020,,8.0,3.965521744781266e-09
5f4e,B,A,-9.861794807380871,7.0,1404.0,SKEMPI v2.0,,6.0,5.856196085396585e-08
3ul1,B,A,-11.6890859715472,7.0,976.0,PDBbind v2020,,3.0,2.676256221206487e-09
5hpk,A,B,-10.931414466633672,7.0,2294.0,PDBbind v2020,,8.0,9.620204617029692e-09
2k2s,A,B,-9.925332634586926,8.0,734.0,PDBbind v2020,,7.0,5.2603981497429935e-08
2aw2,B,A,-9.082074615395763,8.0,560.0,SKEMPI v2.0,,5.0,2.184953326875916e-07
5ctr,A,C,-8.26076177109216,8.0,1236.0,PDBbind v2020,,6.0,8.74523915634708e-07
2ruk,A,B,-6.297020933813694,8.0,996.0,PDBbind v2020,,5.0,2.4095073754931665e-05
3oj2,A,C,-9.393759513695732,8.0,384.0,PDBbind v2020,,2.0,1.2908047308483356e-07
4rgo,S,HL,-11.05302301284415,8.0,1761.0,SAbDab,Antibody-Antigen,5.0,7.834292051685249e-09
5hdq,A,HL,-12.169523186825442,8.0,1720.0,SAbDab,Antibody-Antigen,6.0,1.1890154666018215e-09
5o0w,D,H,-13.821463974550667,8.0,1498.0,SAbDab,Antibody-Antigen,1.0,7.306291568983164e-11
1mhp,A,HL,-10.873284348229983,8.0,573.0,SKEMPI v2.0,,9.0,1.0612444442705444e-08
4bkx,A,B,-7.231511952611788,8.0,2449.0,PDBbind v2020,,0.0,4.9727519645517554e-06
5vkl,A,B,-9.476789663687562,8.0,1530.0,PDBbind v2020,,0.0,1.1219367944185476e-07
4w6w,A,B,-11.523605943152312,8.0,2384.0,SAbDab,Antibody-Antigen,6.0,3.539047962052743e-09
5kvf,E,HL,-10.224257844068964,8.0,1616.0,SAbDab,Antibody-Antigen,4.0,3.1753721034247224e-08
4cmm,A,B,-8.317228476188573,8.0,2573.0,PDBbind v2020,,3.0,7.949878192609152e-07
2n73,A,B,-8.860086737976966,8.0,1028.0,PDBbind v2020,,2.0,3.1786470896737197e-07
6fe4,A,F,-10.937553920370036,8.0,1824.0,SAbDab,Antibody-Antigen,3.0,9.520983079103564e-09
6d6t,B,IJ,-11.206215685154293,8.0,1699.0,SAbDab,Antibody-Antigen,9.0,6.048563258123999e-09
2k3u,A,B,-11.016664858823017,8.0,737.0,PDBbind v2020,,2.0,8.330362187100615e-09
2h4m,A,C,-10.06315017488282,8.0,678.0,PDBbind v2020,,6.0,4.1681832954081264e-08
5jsn,A,B,-8.317228476188573,8.0,1410.0,PDBbind v2020,,5.0,7.949878192609152e-07
6gd5,A,B,-11.486615924537224,8.0,1935.0,PDBbind v2020,,7.0,3.767159149825054e-09
5u4m,A,B,-12.8353978021808,8.0,1383.0,SAbDab,Antibody-Antigen,0.0,3.862356356194203e-10
5nwm,A,B,-10.092056004432374,8.0,1495.0,PDBbind v2020,,8.0,3.9696116683433593e-08
1pk1,A,B,-9.9142584433034,8.0,361.0,PDBbind v2020,,9.0,5.3596957960583375e-08
4wv1,C,AB,-11.711445303727924,8.0,386.0,SAbDab,Antibody-Antigen,2.0,2.577092077798918e-09
4g3y,C,HL,-10.995874936788509,8.0,1607.0,SAbDab,Antibody-Antigen,7.0,8.628010666969263e-09
6gho,A,B,-8.317228476188573,8.0,1936.0,PDBbind v2020,,4.0,7.949878192609152e-07
4fqj,A,HL,-12.339961001338123,8.0,1322.0,SAbDab,Antibody-Antigen,8.0,8.916467557945685e-10
6j5f,A,HL,-8.742884483904808,8.0,1979.0,PDBbind v2020,,8.0,3.874319251256869e-07
2zvk,A,U,-8.727884898340376,8.0,837.0,PDBbind v2020,,9.0,3.973705810133431e-07
3v3k,A,B,-10.111630531523732,8.0,304.0,PDBbind v2020,,6.0,3.84054248116014e-08
5szh,A,B,-7.20827556330013,8.0,963.0,PDBbind v2020,,8.0,5.171752851265403e-06
1zgu,A,B,-5.468653558395326,8.0,199.0,PDBbind v2020,,3.0,9.759586021839462e-05
2k3s,A,B,-7.59657265327121,8.0,581.0,PDBbind v2020,,0.0,2.6845454025720844e-06
5yir,A,G,-13.0532570776392,8.0,1601.0,PDBbind v2020,,1.0,2.6734988524027127e-10
4k3j,B,HL,-12.169523186825442,8.0,400.0,SAbDab,Antibody-Antigen,0.0,1.1890154666018215e-09
6h9n,A,B,-8.317228476188573,8.0,1950.0,PDBbind v2020,,0.0,7.949878192609152e-07
5e8e,H,AB,-11.929304579186322,8.0,169.0,SAbDab,Antibody-Antigen,5.0,1.7838469776311663e-09
5i5k,A,XY,-14.670960879400344,8.0,1169.0,SAbDab,Antibody-Antigen,9.0,1.7405961338512824e-11
1efn,B,A,-8.75827371235323,8.0,2146.0,SKEMPI v2.0,,4.0,3.774933833374514e-07
4ffy,HL,A,-10.565133473094324,8.0,2367.0,PDBbind v2020,,5.0,1.7856867854180257e-08
2mur,A,B,-6.866403857689412,8.0,1021.0,PDBbind v2020,,5.0,9.212077852699393e-06
1jh4,A,B,-7.944808028912861,8.0,204.0,PDBbind v2020,,2.0,1.4910217060864403e-06
2lz6,A,B,-6.712838762457455,8.0,997.0,PDBbind v2020,,8.0,1.1939283241450922e-05
1s4y,B,A,-11.135787757082298,8.0,307.0,PDBbind v2020,,1.0,6.812432965007247e-09
1tba,A,B,-12.277539954827974,8.0,414.0,PDBbind v2020,,3.0,9.90765349483909e-10
3zuv,A,B,-9.45618056020588,8.0,1456.0,PDBbind v2020,,6.0,1.161669462123126e-07
1p69,B,A,-9.711788396293423,8.0,225.0,SKEMPI v2.0,,0.0,7.54442975168416e-08
1tm1,I,E,-15.959396850952164,8.0,251.0,SKEMPI v2.0,,8.0,1.9760253373891777e-12
1clv,A,I,-12.277539954827974,8.0,52.0,PDBbind v2020,,0.0,9.90765349483909e-10
5nt1,A,J,-6.538709646385171,8.0,1488.0,PDBbind v2020,,3.0,1.6020646224657173e-05
2ly4,B,A,-8.813805704686079,8.0,995.0,PDBbind v2020,,2.0,3.437032364810887e-07
2mj5,B,A,-7.320867272829589,8.0,1014.0,PDBbind v2020,,9.0,4.276277938746341e-06
5k59,B,EF,-15.827195011315574,8.0,1422.0,SAbDab,Antibody-Antigen,1.0,2.4702784369057585e-12
4byf,C,D,-8.247447683062132,8.0,591.0,PDBbind v2020,,3.0,8.944084576130514e-07
5cmn,A,E,-9.082074615395763,8.0,2683.0,PDBbind v2020,,1.0,2.184953326875916e-07
1oqe,R,J,-9.49814159555117,8.0,681.0,PDBbind v2020,,2.0,1.082204756498303e-07
2btf,P,A,-7.691567974387599,8.0,617.0,SKEMPI v2.0,,2.0,2.286670821536436e-06
1q69,A,B,-8.247447683062132,8.0,367.0,PDBbind v2020,,8.0,8.944084576130514e-07
1dzb,X,Aa,-8.572446669392129,8.0,2212.0,SAbDab,Antibody-Antigen,1.0,5.166424351751834e-07
5oyl,A,D,-6.991293344972666,8.0,1517.0,PDBbind v2020,,3.0,7.460482064061939e-06
5l21,A,B,-11.502415580424122,8.0,1041.0,PDBbind v2020,,0.0,3.667979590270923e-09
3kls,A,X,-11.267558565791363,8.0,1165.0,PDBbind v2020,,7.0,5.453369818946753e-09
5xnp,B,E,-8.93540124631293,8.0,1592.0,PDBbind v2020,,4.0,2.7990367911501936e-07
6osw,B,A,-7.7743702144001805,8.0,2037.0,PDBbind v2020,,4.0,1.9882849996980894e-06
6fub,A,B,-10.282578860487432,8.0,1930.0,PDBbind v2020,,5.0,2.8775541509023426e-08
6atk,B,E,-8.685038378921586,8.0,1670.0,PDBbind v2020,,6.0,4.271872054402731e-07
6ejg,B,Dd,-12.402382047848276,8.0,1262.0,SAbDab,Antibody-Antigen,6.0,8.024442291336797e-10
2rmk,B,A,-9.234825982669673,8.0,1098.0,PDBbind v2020,,8.0,1.6881781527970416e-07
4h3p,A,B,-7.7743702144001805,9.0,2359.0,PDBbind v2020,,8.0,1.9882849996980894e-06
3qbt,B,A,-8.247447683062132,9.0,2165.0,PDBbind v2020,,6.0,8.944084576130514e-07
5nh3,B,IM,-12.293756074667389,9.0,1780.0,SAbDab,Antibody-Antigen,1.0,9.6400287232322e-10
5dju,A,B,-10.8357408947463,9.0,1066.0,PDBbind v2020,,8.0,1.1307037282954084e-08
2z3r,B,A,-14.21495813672122,9.0,835.0,PDBbind v2020,,7.0,3.7594004786633305e-11
3kuc,A,B,-8.668731331569623,9.0,139.0,PDBbind v2020,,0.0,4.39114119781509e-07
6ihb,R,A,-9.882226210806106,9.0,1964.0,PDBbind v2020,,6.0,5.657593615358674e-08
2k6d,A,B,-5.138837862739191,9.0,998.0,PDBbind v2020,,1.0,0.0001703372645167
2nz9,A,CD,-13.459541140582257,9.0,1036.0,SKEMPI v2.0,,9.0,1.3462379024136101e-10
1j7d,B,A,-7.7743702144001805,9.0,198.0,PDBbind v2020,,3.0,1.9882849996980894e-06
1xj7,A,B,-6.014542271720815,9.0,476.0,PDBbind v2020,,8.0,3.882315092406677e-05
5vyf,C,AB,-13.270872595849251,9.0,1536.0,SAbDab,Antibody-Antigen,4.0,1.8513410387438164e-10
6g04,A,B,-8.396339414641552,9.0,1932.0,PDBbind v2020,,0.0,6.95572759005497e-07
2lww,A,B,-9.882226210806106,9.0,379.0,PDBbind v2020,,4.0,5.657593615358674e-08
6q69,A,B,-9.234825982669673,9.0,2049.0,PDBbind v2020,,2.0,1.6881781527970416e-07
2n2h,A,B,-8.22802128748392,9.0,1027.0,PDBbind v2020,,9.0,9.242356401814928e-07
3etb,M,Ii,-14.263680261161344,9.0,411.0,SAbDab,Antibody-Antigen,4.0,3.462478223634818e-11
5w3x,A,B,-7.465249171073118,9.0,1540.0,PDBbind v2020,,5.0,3.3510428968237035e-06
4f9p,B,Dd,-10.673150241096856,9.0,2510.0,SAbDab,Antibody-Antigen,9.0,1.4879508649957357e-08
4zk9,A,B,-13.123037870765636,9.0,2694.0,PDBbind v2020,,2.0,2.3763181177203577e-10
4kvg,A,B,-8.396339414641552,9.0,550.0,PDBbind v2020,,1.0,6.95572759005497e-07
2px9,A,B,-5.536472838004852,9.0,1085.0,PDBbind v2020,,1.0,8.703511282352196e-05
5jw7,A,B,-6.877381483717231,9.0,1419.0,PDBbind v2020,,0.0,9.042882619468524e-06
3b2u,E,FG,-12.277539954827974,9.0,1583.0,SAbDab,Antibody-Antigen,6.0,9.90765349483909e-10
6f2g,A,B,-11.471226696088802,9.0,1793.0,PDBbind v2020,,5.0,3.866339877981026e-09
5nmv,K,HL,-12.277539954827974,9.0,1485.0,SAbDab,Antibody-Antigen,8.0,9.90765349483909e-10
5aam,J,Bb,-11.486615924537224,9.0,2211.0,SAbDab,Antibody-Antigen,0.0,3.767159149825054e-09
2l2l,A,B,-10.785925685155233,9.0,775.0,PDBbind v2020,,3.0,1.229934563407772e-08
4ovn,A,F,-10.00925376441979,9.0,595.0,PDBbind v2020,,9.0,4.5653390616585e-08
6jep,HL,E,-12.243018424619118,9.0,1371.0,PDBbind v2020,,6.0,1.0502386669175906e-09
5ivn,B,A,-12.078196310765742,9.0,1308.0,SAbDab,Antibody-Antigen,3.0,1.3872804458780415e-09
2mfq,A,B,-7.20827556330013,9.0,480.0,PDBbind v2020,,2.0,5.171752851265403e-06
3znz,A,B,-9.150510454519514,9.0,2259.0,PDBbind v2020,,0.0,1.9464941190797304e-07
4ekc,A,B,-10.44624572148776,9.0,1109.0,PDBbind v2020,,8.0,2.182702151486411e-08
4idj,A,HL,-16.05568151312966,9.0,1778.0,SAbDab,Antibody-Antigen,4.0,1.6794993357434586e-12
5jg6,A,B,-7.906572054036771,9.0,1396.0,PDBbind v2020,,6.0,1.5904691060962128e-06
3mj7,A,B,-7.231511952611788,9.0,952.0,PDBbind v2020,,7.0,4.9727519645517554e-06
4ij3,A,BC,-12.339961001338123,9.0,1715.0,PDBbind v2020,,0.0,8.916467557945685e-10
3lnz,B,A,-12.700165511007114,9.0,1520.0,SKEMPI v2.0,,3.0,4.853200056331402e-10
2m0g,A,B,-9.65249375273102,9.0,999.0,PDBbind v2020,,0.0,8.338953879892244e-08
2mro,A,B,-5.216465816728867,9.0,1019.0,PDBbind v2020,,4.0,0.0001494098884795
2p46,A,B,-9.46126601618383,9.0,508.0,SAbDab,Antibody-Antigen,6.0,1.1517362373575899e-07
2kbw,A,B,-8.860086737976966,9.0,745.0,PDBbind v2020,,0.0,3.1786470896737197e-07
3sua,A,D,-6.4437143252687825,9.0,2351.0,PDBbind v2020,,0.0,1.880819563689523e-05
6pdx,B,MN,-15.021489707461711,9.0,1375.0,PDBbind v2020,,1.0,9.63006611025032e-12
6h3t,IM,A,-11.278429549395398,9.0,1949.0,PDBbind v2020,,8.0,5.3541736573824665e-09
5dcq,C,F,-9.200962367002328,9.0,1258.0,PDBbind v2020,,3.0,1.7875284907290137e-07
5fvk,A,C,-7.836791260910331,9.0,1116.0,PDBbind v2020,,5.0,1.7893720955211837e-06
1q5w,B,A,-5.319761826815906,9.0,874.0,PDBbind v2020,,8.0,0.0001254945103545
5jw9,A,B,-9.63855306286178,9.0,1420.0,PDBbind v2020,,4.0,8.537590338057364e-08
5jsb,A,B,-9.308979135004858,9.0,1407.0,PDBbind v2020,,4.0,1.4894854941551934e-07
5e7f,H,B,-10.969243397877298,9.0,1281.0,SAbDab,Antibody-Antigen,4.0,9.024882429198308e-09
1p27,A,B,-12.488852732917543,9.0,352.0,PDBbind v2020,,1.0,6.934250103599195e-10
2luh,A,B,-8.396339414641552,9.0,991.0,PDBbind v2020,,9.0,6.95572759005497e-07
6m7l,B,A,-6.797619141148329,9.0,2010.0,PDBbind v2020,,4.0,1.03467159307544e-05
2pop,A,B,-7.334807962698827,9.0,1082.0,PDBbind v2020,,4.0,4.176785614771085e-06
4zv4,A,C,-10.419910186571592,9.0,2698.0,PDBbind v2020,,4.0,2.2819612973953675e-08
3lb6,C,A,-18.827393227244333,9.0,923.0,SKEMPI v2.0,,9.0,1.5576805369619723e-14
1rkc,A,B,-10.107055589996806,9.0,381.0,PDBbind v2020,,6.0,3.8703275082561166e-08
2k2u,A,B,-8.790305944850525,9.0,735.0,PDBbind v2020,,9.0,3.576166542292914e-07
5xj3,GH,I,-10.558586975725497,9.0,1566.0,PDBbind v2020,,2.0,1.80553668144688e-08
4k24,U,HL,-8.550087337211405,9.0,317.0,SAbDab,Antibody-Antigen,5.0,5.365223630107102e-07
4zs6,A,HL,-8.8750863235414,9.0,2565.0,SKEMPI v2.0,,7.0,3.099145785042644e-07
3zo0,B,A,-8.675471472340648,9.0,1706.0,PDBbind v2020,,9.0,4.341445542927153e-07
2kso,B,A,-7.20827556330013,9.0,764.0,SKEMPI v2.0,,0.0,5.171752851265403e-06
4g6u,A,B,-10.571753117198693,9.0,2519.0,PDBbind v2020,,0.0,1.7658369881304728e-08
2lp0,A,B,-6.348370810205405,9.0,790.0,PDBbind v2020,,4.0,2.209375802578221e-05
1zc4,A,D,-10.06315017488282,9.0,518.0,PDBbind v2020,,0.0,4.1681832954081264e-08
2lxm,A,B,-13.773912900556562,9.0,994.0,PDBbind v2020,,7.0,7.917165492644805e-11
2k5b,A,B,-7.363713792248378,9.0,432.0,PDBbind v2020,,4.0,3.977804174502031e-06
5tp6,A,B,-11.897272346689023,9.0,600.0,PDBbind v2020,,2.0,1.8829951652937456e-09
